Repo,Owner,Z,T_X_n,Percentile_95,MeanInterval(days),SDInterval,Label,TimeSinceLastCommit(days)
Algo-Quicksheet,algorhythms,12627398.0,219012536.0,877977.1999999991,3.39335552311866,1218163.1036978562,dead,2534.867314814815
hangzhouYunQi2017ppt,Alibaba-Technology,239541.0,189083575.0,216998.0,1.2029706790123458,89302.02962232531,dead,2188.467303240741
druid,alibaba,2762012.0,1258351.0,311622.99999999814,0.655938016446049,180013.08282983597,unknown,14.564247685185185
dubbo,alibaba,22983438.0,396821.0,167306.99999999974,0.6109643773035388,479380.5658680895,unknown,4.5928356481481485
fastjson,alibaba,8259694.0,14924637.0,447780.0499999987,1.080552166462042,345061.11848376825,unknown,172.73885416666667
QLExpress,alibaba,35595278.0,4571132.0,2750556.59999999,7.221744932813912,2901225.941131306,unknown,52.90662037037037
weex,alibaba,28443086.0,6008546.0,55386.49999999997,0.22594265033321953,349362.09187905246,unknown,69.54335648148148
AdminLTE,almasaeed2010,33557439.0,1174737.0,360355.64999999903,1.3892572091228825,951178.5722507407,unknown,13.596493055555555
ZenQ,alphadose,5417638.0,30393305.0,292562.99999999907,0.9002458582461385,421508.660729276,dead,351.7743634259259
org-ql,alphapapa,15324176.0,574159.0,939492.9999999973,2.513320210074566,1039562.7235520402,alive,6.645358796296296
fullPage,alvarotrigo,10797253.0,13426181.0,621026.1999999997,1.6425524487172873,515966.0347047894,unknown,155.39561342592592
amazeui,amazeui,16680884.0,210165295.0,248426.44999999995,0.7378181240219093,509199.6049048255,dead,2432.4686921296297
aws-cognito-angular-quickstart,amazon-archives,31612009.0,111639572.0,3292822.299999995,10.191558669730883,3512655.63929831,dead,1292.1246759259259
quickbox-lite,amefs,8148720.0,465959.0,3361311.0,7.838767149020749,1205540.7879467634,alive,5.3930439814814815
android-interview-questions,amitshekhariitbhu,42773138.0,2542025.0,2683181.8999999985,6.252183207417582,2570782.8458883986,alive,29.42158564814815
redux-query,amplitude,32912945.0,4691049.0,1849853.3999999985,6.162522560502004,2625424.847536433,unknown,54.29454861111111
javascript-interview-questions,anburocky3,985908.0,74374237.0,693468.2999999996,1.7745674189814815,340764.4420450406,dead,860.8129282407407
androidannotations,androidannotations,48180739.0,44793803.0,410032.8000000001,1.4244124450695155,1106489.4688106338,unknown,518.4467939814815
bootstrap,angular-ui,21349060.0,190797878.0,288556.2499999994,0.8855803403850279,490803.9879488749,dead,2208.3087731481482
ui-router,angular-ui,43337578.0,16983684.0,509331.1,1.7648936768431165,1238606.1632973955,unknown,196.57041666666666
angular-starter,AngularClass,52215104.0,2083609.0,250201.25,1.7364064294430088,1606658.8017042167,unknown,24.115844907407407
angular,angular,1262738217.0,49018298.0,149735.04999999978,2.1047904074502743,13259242.149460109,unknown,567.341412037037
material,angular,9083513.0,49092094.0,164136.94999999952,0.5741701987709212,258553.0387651047,dead,568.1955324074074
material2,angular,1662882.0,22104.0,104040.69999999994,0.25583947535562784,62033.841628174974,alive,0.25583333333333336
protractor,angular,15790455.0,111727084.0,440774.19999999995,1.464420067191085,540186.1871731639,dead,1293.1375462962963
quickstart,angular,30786436.0,189334222.0,1117906.7499999998,5.922528864611563,2564665.013550258,dead,2191.3683101851852
ApiV2-GraphQL-Docs,AniList,31726519.0,23505340.0,12882621.300000016,23.55752487760749,5745842.319069059,unknown,272.05254629629627
DSA-Must-Do-Questions,ankushchimnani,3983112.0,77101634.0,9406.749999999993,0.22194943768436579,210600.78849231568,dead,892.3800231481481
qqgroup-visualization,antime,276.0,175215150.0,272.9,0.0028356481481481483,43.840620433565945,dead,2027.953125
redis,antirez,1863002.0,34794.0,180822.60000000003,0.44883518027868896,89511.9819164123,alive,0.40270833333333333
InterviewQuestions,anujdevopslearn,9555506.0,2143736.0,6129833.8,13.609952819573044,2068202.75469736,alive,24.811759259259258
500lines,aosabook,17683743.0,211977496.0,121553.5,0.36270370861987594,319036.306441027,dead,2453.4432407407407
incubator-answer,apache,844127.0,507879.0,57901.39999999985,0.09884653295022362,37576.706398185,unknown,5.878229166666666
qpid-proton,apache,2923003.0,83306.0,356572.3999999994,0.9122786038216103,182031.5865075956,alive,0.9641898148148148
apollo-quick-start,apolloconfig,20501281.0,11400360.0,9200861.0,25.476845341435187,3710882.8458197513,unknown,131.94861111111112
Quizzler-iOS13,appbrewery,6321838.0,127130012.0,4659973.199999998,11.249430298353909,2127088.1596770254,dead,1471.412175925926
a-quick-puzzle,appdev-projects,8229748.0,109420337.0,7724090.1,15.149410686728395,3024385.14391283,dead,1266.4390856481482
classroom-queries-debug-v1,appdev-projects,80982283.0,7788514.0,63331023.0,183.00810570987656,32172694.815201297,alive,90.14483796296297
msm-queries-v1,appdev-projects,50573372.0,7788500.0,34494914.39999998,82.89910108024691,16632941.723442946,alive,90.14467592592592
refactoring-msm-queries-1-v1,appdev-projects,43922103.0,7788457.0,25891383.999999974,93.80357947530864,11075441.765885584,alive,90.14417824074074
refactoring-msm-queries-2,appdev-projects,19391200.0,7788453.0,17567877.799999997,72.86479398148148,6069351.547970404,alive,90.14413194444444
swift-evolution,apple,1390085.0,5770.0,255318.0999999996,0.5467318708247487,107834.87241626134,alive,0.0667824074074074
qlbridge,araddon,25882977.0,78720583.0,592289.0,2.245205660714909,1087381.9175730771,dead,911.1178587962963
qrcode,aralejs,20894058.0,255205242.0,2746983.75,10.022040401593454,3226128.019439325,dead,2953.764375
Arduino,arduino,16182937.0,31724618.0,314891.79999999935,0.8508187456679625,325132.4961344113,unknown,367.1830787037037
Back-End-Developer-Interview-Questions,arialdomartini,31938235.0,29060544.0,3007075.5,8.026871072011131,3309952.0019273455,unknown,336.3488888888889
phantomjs,ariya,38218024.0,104143912.0,526979.9999999993,1.7815387012907133,1162867.567446726,dead,1205.369351851852
system-design-questions,arpitbbhayani,7321631.0,49245957.0,597021.2,2.3661757990867582,946763.6059395514,dead,569.9763541666666
qualitymatters,artem-zinnatullin,12292132.0,189320174.0,642502.1000000003,2.534388640873016,1049141.1587311903,dead,2191.2057175925925
qlora,artidoro,2159662.0,8606906.0,286647.1500000003,0.8042057920692431,256902.5115275041,dead,99.61696759259259
node-qt,arturadib,55910182.0,295950250.0,6892256.0,38.086795634920634,12189458.75006007,dead,3425.350115740741
git-quick-stats,arzzen,23070138.0,632820.0,3566106.4500000007,8.831998098544974,2284593.167936387,alive,7.324305555555555
QRCode,aschuch,7363219.0,218646608.0,4913995.149999999,11.140668402777777,1632665.986356189,dead,2530.632037037037
Competitive-Programming-questions,ashutosh97,29244119.0,94223634.0,141859.89999999962,2.3381630847208066,1954435.4034494257,dead,1090.5513194444445
Wine-QQ-TIM,askme765cs,18069004.0,183124466.0,459008.1999999994,5.4936049203273045,2759062.8248704337,dead,2119.496134259259
Quick-Chat,aslanyanhaik,34279416.0,124974900.0,2919762.4499999997,10.465638604613385,3961054.1998104965,dead,1446.46875
beego,astaxie,22464106.0,90937417.0,299685.59999999945,0.8027201421932828,402036.8333153971,dead,1052.516400462963
build-web-application-with-golang,astaxie,20090208.0,35977056.0,250171.39999999956,0.7129816710664693,398533.19784184545,unknown,416.4011111111111
CodeQL,ASTTeam,7400989.0,26607858.0,1463249.0,5.498732219538379,1367679.1450800726,dead,307.9613194444444
jQuery-Knob,aterrien,24526719.0,248500038.0,4872655.25,10.919351426334423,2772175.472978827,dead,2876.1578472222222
_s,Automattic,40981452.0,57722709.0,941670.75,2.631869104403827,1279684.5334989284,unknown,668.0869097222222
ava,avajs,5209899.0,734588.0,683602.5999999999,1.626322273021151,376879.1533012035,unknown,8.502175925925926
awesome-go,avelino,1765918.0,70596.0,299086.0,0.7325897351963457,133912.19898981418,alive,0.8170833333333334
visual-qa,avisingh599,37529818.0,201485347.0,1966461.8999999976,8.827243668300653,4587308.610636668,dead,2332.0063310185187
react-native-qrcode-svg,awesomejerry,27919404.0,24692320.0,5320591.3999999985,10.038926125151791,3073711.5576090273,unknown,285.7907407407407
quickstart-aws-vpc,aws-quickstart,38804021.0,71664.0,4909709.299999996,14.053160018993353,4226600.069657952,alive,0.8294444444444444
quickstart-linux-bastion,aws-quickstart,15988724.0,71662.0,1548350.7999999966,3.8932191599151236,1020514.6593260657,alive,0.8294212962962964
aws-amplify-quick-notes,aws-samples,10549335.0,33962153.0,4722145.79999999,9.806845572301023,1951961.4658593433,dead,393.08047453703705
qnabot-on-aws,aws-solutions,12878654.0,622597.0,363544.54999999993,0.9386778418331339,397472.2317311164,unknown,7.205983796296296
aws-athena-query-federation,awslabs,3609352.0,461077.0,593330.9,1.3492242552711888,279951.05226903706,alive,5.336539351851852
s2n-quic,aws,1548236.0,446362.0,344698.1,0.9348155876041044,139537.25859876082,unknown,5.166226851851852
react-quickly,azat-co,18510707.0,160884944.0,931444.8999999962,2.8621786274911276,1386081.0430830652,dead,1862.0942592592592
azure-search-openai-demo,Azure-Samples,2450426.0,69694.0,404753.0,0.8781319598252737,193000.0007697423,alive,0.8066435185185186
cognitive-services-quickstart-code,Azure-Samples,6173869.0,3722082.0,555911.6499999998,1.2740109321506379,390461.4841488617,unknown,43.07965277777778
msdocs-python-django-webapp-quickstart,Azure-Samples,18399717.0,2862544.0,8088475.599999993,14.31164146090535,3600620.599861863,alive,33.1312962962963
msdocs-python-flask-webapp-quickstart,Azure-Samples,20222244.0,16972696.0,13298937.299999984,26.175028630604285,5270265.931500826,unknown,196.44324074074075
service-fabric-dotnet-quickstart,Azure-Samples,19919417.0,78423706.0,15351709.250000006,31.828793402777777,5084032.5684528975,dead,907.6817824074074
AzureStack-QuickStart-Templates,Azure,20774603.0,27592353.0,856572.8499999971,2.259362780681378,1101972.4127221764,unknown,319.3559375
pretty-quick,azz,24976908.0,47327884.0,10910356.599999994,22.836158413848633,4433467.257047473,unknown,547.7764351851852
BaconQrCode,Bacon,40950485.0,4863406.0,10489220.0,21.093701529568243,6162994.331544184,alive,56.2894212962963
AnyQ,baidu,33967514.0,92230032.0,3155029.999999998,9.9993359375,3834847.4866368896,dead,1067.4772222222223
sails,balderdashy,8549851.0,5193200.0,179734.79999999987,0.5919049718982191,295585.4032898233,unknown,60.10648148148148
QtScrcpy,barry-ran,18710904.0,800649.0,1193824.25,2.498743159344807,1046132.5883480706,alive,9.266770833333334
trix,basecamp,7775832.0,738836.0,484898.5999999994,1.192952557237352,438220.0150401503,unknown,8.551342592592592
CKAD-Practice-Questions,bbachi,178174.0,125092361.0,3511.300000000002,0.054631734006734003,26851.532343154562,dead,1447.8282523148148
ruby-style-guide,bbatsov,7622295.0,244256.0,2159835.2999999984,4.420786886874399,879757.6820221485,alive,2.8270370370370372
frontend-interview-questions,bcherny,119649978.0,24520818.0,33901469.299999975,89.15504126409019,25715154.718118846,alive,283.80576388888886
CodeIgniter,bcit-ci,11736545.0,17906567.0,224780.0,0.5868892568954217,260622.75760968,unknown,207.25193287037038
QA-Survey-CN,BDBC-KG-NLP,22439698.0,18022497.0,1711320.1999999988,5.014229837313949,2091871.1112565207,unknown,208.5937152777778
bee-queue,bee-queue,48336439.0,165719.0,2119910.2999999993,7.183169613265391,3742903.78969174,alive,1.9180439814814816
postgrest,begriffs,2928523.0,92248.0,546015.7999999999,1.3396732441835182,235321.7419652228,alive,1.0676851851851852
quickjs,bellard,29748932.0,52207176.0,18210300.349999994,39.00473792989418,8317818.742781164,unknown,604.2497222222222
query-streamlink,BellezaEmporium,6620461.0,8222429.0,2651949.599999996,5.069685951875442,1042493.8752762784,unknown,95.16700231481481
jQuery-Touch-Events,benmajor,75068779.0,18028971.0,5919113.799999975,13.784653219843108,5514666.305660393,unknown,208.66864583333333
Hunting-Queries-Detection-Rules,Bert-JanP,1692337.0,110688.0,718669.6499999998,2.079428670101553,276618.9287141514,alive,1.281111111111111
laravel-query-detector,beyondcode,19943864.0,4010038.0,9234908.399999995,17.32214492014951,3647426.927418537,alive,46.41247685185185
ijkplayer,Bilibili,74469465.0,79369720.0,344399.25,1.098322133896082,1476125.839160678,unknown,918.6310185185185
react-native-queue,billmalarky,4825733.0,174721426.0,1653113.3999999966,3.263192554799698,798337.1883490174,dead,2022.2387268518519
interview-questions,biloocabba,473300.0,48708117.0,9380.999999999938,0.07868864346273985,51978.75396050023,dead,563.7513541666667
vue-qr,Binaryify,43397564.0,1979129.0,15828194.5,26.95391546035472,7015647.344602636,alive,22.90658564814815
pyspider,binux,22090702.0,102407140.0,520622.74999999994,2.0068098320778405,1111492.7809132524,dead,1185.267824074074
qiandao,binux,83404995.0,29466534.0,4885356.249999995,12.771422346716465,6168231.833473555,unknown,341.04784722222223
qr-code,bitjson,136402576.0,21172869.0,16082098.700000089,86.31350520833332,30429289.332752146,unknown,245.05635416666667
cordova-plugin-qrscanner,bitpay,27046860.0,144921721.0,2982518.7999999975,8.863492759676971,2910067.815497208,dead,1677.3347337962964
QuincyKit,bitstadium,35535243.0,288019249.0,2006002.6999999904,5.481235868863049,2200581.0200179033,dead,3333.556122685185
jQuery-Store-Locator-Plugin,bjorn2404,36187371.0,2657679.0,4870475.399999996,10.962069654882155,3099496.171083391,alive,30.76017361111111
QueenAmdi,BlackAmda,10318887.0,7679007.0,581841.2999999986,1.5826762117633828,715678.6327841831,unknown,88.87739583333334
Queen-Ashiya,BlackPanther-svg,2106883.0,40052846.0,90576.79999999996,0.3162743807118807,140927.18164385384,dead,463.57460648148145
AndroidUtilCode,Blankj,14253514.0,31998260.0,432862.1999999997,1.5947236963170308,611965.56729301,dead,370.3502314814815
Multi-Level-Feedback-Queue,bloominstituteoftechnology,5329122.0,171074612.0,3968042.499999999,8.472977843915343,1487154.0820159344,dead,1980.0302314814815
QuillBot-Premium-Crack,blueagler,29565165.0,10679631.0,9646698.69999999,26.471689311594204,6346655.284587791,unknown,123.60684027777778
jQuery-File-Upload,blueimp,12668042.0,66232964.0,1206739.05,3.125529733649789,895891.3231909927,dead,766.5852314814815
High-Speed-Priority-Queue-for-C-Sharp,BlueRaja,54432338.0,84407789.0,10451090.849999996,27.458128858024693,7887886.290029029,unknown,976.9420023148148
wanted-pre-onboarding-3-FE-quest,blueStragglr,907057.0,22196996.0,907057.0,10.498344907407407,,dead,256.9096759259259
SmtpClient-for-Qt,bluetiger9,154370986.0,2873823.0,10599796.999999996,32.204792258042716,15006360.132500378,alive,33.26184027777778
bodymovin,bodymovin,5869790.0,4098636.0,556022.5999999996,1.2940359998237791,309701.1234727461,unknown,47.437916666666666
udemy-REACT-QUERY,bonnie,7102737.0,22050767.0,5281392.549999999,10.682454475308642,1687588.3780671612,dead,255.21721064814815
qboot,bonzini,73202351.0,35461437.0,14543015.799999952,31.85691550925926,10232000.728228953,unknown,410.4332986111111
boot2docker,boot2docker,8560083.0,105944252.0,683220.25,1.7511466552112143,437566.88818196685,dead,1226.2066203703703
bower,bower,20513654.0,51523645.0,265711.0,1.245307556862667,865681.2802169761,dead,596.3384837962963
frontend-guidelines-questionnaire,bradfrost,137909864.0,11256353.0,46489525.5,87.7402131869773,28758758.226251084,alive,130.28186342592593
GPUImage,BradLarson,3081253.0,234520218.0,687771.0,1.4468116584438278,331126.6694110895,dead,2714.354375
QSKit,brentsimmons,9512215.0,289623828.0,5013567.799999998,9.329631772976681,2133473.777659734,dead,3352.1276388888887
Qt-Nice-Frameless-Window,Bringer-of-Light,16939644.0,142593099.0,6407844.25,12.007805454911432,3074514.8931856155,dead,1650.3830902777777
browser-sync,BrowserSync,14505655.0,4551452.0,470663.399999999,1.7331351252411036,841618.7040805323,unknown,52.678842592592595
goreplay,buger,10890209.0,7380765.0,1267842.5999999987,2.8427600320431203,822123.4230723345,unknown,85.42552083333334
qwik,BuilderIO,2427659.0,2179.0,104337.0,0.30719318828213876,86039.82012149169,alive,0.025219907407407406
glide,bumptech,6404699.0,1827327.0,558149.1999999979,1.3412497285482288,313858.8718379355,unknown,21.149618055555557
easy-wg-quick,burghardt,15896814.0,7781420.0,4660945.0,7.5271586183984915,2156374.9124641633,unknown,90.06273148148148
quickcheck,BurntSushi,74145620.0,1851215.0,1854305.0499999973,5.724278700677802,3346821.6010473953,alive,21.426099537037036
caffe,BVLC,24653820.0,117218364.0,163458.09999999998,0.5642667468912956,486244.14785204054,dead,1356.6940277777778
MingQQ,bywyu,46923.0,300118868.0,37644.0,0.1315547839506173,17788.76395556101,dead,3473.5980092592595
c3,c3js,13760692.0,647300.0,608047.0,1.8538870862310637,793174.6544153513,unknown,7.491898148148148
Cachet,CachetHQ,74463215.0,387203.0,126775.69999999978,0.4474772149289701,893057.5300472117,unknown,4.481516203703704
React-QuizComponent,caike,304393.0,173344453.0,228581.19999999984,0.6943349358974359,90590.61396525892,dead,2006.301539351852
spring-boot-quartz-scheduler-email-scheduling,callicoder,59268234.0,64677053.0,53014662.89999998,162.29162367724868,24538674.795883756,unknown,748.5770023148148
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,CamDavidsonPilon,26462611.0,22462877.0,1047539.0499999966,3.293695204316571,1333082.2548438862,unknown,259.9870023148148
You-Dont-Need-jQuery,camsong,35643690.0,17439737.0,1903969.3999999918,4.319172537037037,2115007.6943467753,unknown,201.84880787037036
qtcanpool,canpool,127960977.0,120906.0,1577860.8999999953,15.777933838038859,11631652.100472966,alive,1.399375
async,caolan,32549870.0,6662799.0,1193284.2999999998,2.571503258934718,1057797.8337654131,unknown,77.11572916666667
capistrano,capistrano,27131107.0,1205589.0,721372.6,2.2963347428829297,968085.0592476046,unknown,13.953576388888889
carrierwave,carrierwaveuploader,8725426.0,172304.0,905121.0999999976,2.103360304353328,505886.83898516634,alive,1.9942592592592592
Carthage,Carthage,16430953.0,3741399.0,203485.59999999983,0.750199211303445,448193.254776284,unknown,43.30322916666667
QQ-Groups-Spider,caspartse,15828113.0,184075680.0,13511437.4,23.919790614478117,4987050.698527727,dead,2130.5055555555555
casperjs,casperjs,14737506.0,162014788.0,401983.99999999936,1.1524651997503121,493231.51601334836,dead,1875.1711574074075
GoQuiet,cbeuw,13740569.0,139145256.0,457607.2,3.200458348973974,1491783.3675710293,dead,1610.4775
QLScript2,ccwav,3121317.0,5084025.0,635982.5999999996,1.7201738657973376,349969.7129536425,unknown,58.84288194444444
cdQA,cdqa-suite,7925684.0,110540991.0,592808.5999999996,1.9037801485961767,599701.3810816277,dead,1279.4096180555555
celery,celery,1768609.0,669227.0,204425.69999999987,0.4290508912308971,99047.97398706785,unknown,7.74568287037037
certbot,certbot,11234277.0,1904.0,150210.6999999998,0.3852848181399631,218157.7456973146,alive,0.022037037037037036
CNPROG,chagel,5099333.0,428535400.0,4124598.349999984,4.387094907407407,1153220.9469088926,dead,4959.900462962963
ai_quant_trade,charliedream1,3674536.0,10577410.0,553714.3000000002,1.2080496600115742,276875.31448540476,dead,122.42372685185185
Chart,chartjs,12444637.0,126710.0,342936.25,0.8665180861715156,309988.0704466691,alive,1.466550925925926
linux-sysadmin-interview-questions,chassing,15520051.0,136549990.0,8726900.0,17.736796901067734,3082331.411138539,dead,1580.439699074074
cheerio,cheeriojs,22116391.0,72647.0,461920.5,1.5768215340698353,656239.3946857651,alive,0.8408217592592593
Ros_Qt5_Gui_App,chengyangkj,16505599.0,116873.0,2355535.1499999985,7.843410192418982,2321768.9387543127,alive,1.3526967592592594
QrCodeScan,chentao0707,193643383.0,90865192.0,109651729.8999998,241.07412615740742,60760157.69023333,alive,1051.680462962963
iOSInterviewQuestions,ChenYilong,29851626.0,5139327.0,3538794.0,9.816912067798695,3514650.20292747,unknown,59.482951388888885
quickadd,chhoumann,8984795.0,2266011.0,506601.7999999998,1.469946482444316,625875.4806571443,unknown,26.226979166666666
quotebox,chilah,1073.0,128075532.0,1059.5,0.01085648148148148,190.91883092036784,dead,1482.3556944444445
php-qrcode,chillerlan,23283661.0,189897.0,960227.6499999998,2.705147027587044,1279626.8344709028,alive,2.1978819444444446
JavaQuarkBBS,ChinaLHR,74570996.0,115205239.0,1571867.3999999957,27.972444852941177,12759479.66792293,unknown,1333.3939699074074
marked,chjj,20585795.0,79054.0,594691.7,1.4031097478779657,564959.6308696226,alive,0.9149768518518518
flatpickr,chmln,58250875.0,34558829.0,396016.25,1.247364038956088,1211936.6185994113,unknown,399.98644675925925
jQuery-,chokcoco,14952049.0,186524090.0,2594655.5999999973,6.391288940809969,2221473.2010318353,dead,2158.843634259259
uBlock,chrisaljoudi,86542052.0,36125566.0,72334.0,1.0787053684392771,1927012.4351508035,unknown,418.11997685185185
quiz-app,chrisblakely01,363081.0,100362298.0,347786.14999999997,2.4320891203703705,216301.84304462132,dead,1161.6006712962962
validator,chriso,7988646.0,6433980.0,976984.4999999997,2.1167711252919585,551026.8749486211,unknown,74.46736111111112
Hack,chrissimpkins,32109216.0,92800818.0,220695.59999999983,1.4558577069716776,1349640.355515249,dead,1074.0835416666666
quick-cocos2d-x,chukong,28528762.0,216826296.0,202681.40000000026,0.6705980845847986,633567.9166534201,dead,2509.563611111111
qrbtf,ciaochaos,29113012.0,11381340.0,266769.8499999998,2.913334097104719,2104643.889211501,unknown,131.72847222222222
QAuxiliary,cinit,2018142.0,251094.0,153197.99999999988,0.35873737787984833,82607.87901851938,unknown,2.9061805555555558
pythondict-quant,Ckend,12713681.0,56548637.0,9556038.499999998,22.705290591931217,3553927.841686355,dead,654.4981134259259
Q2TG,Clansty,5113288.0,1250489.0,1041643.1999999993,2.1223188072654535,570101.2667934342,unknown,14.473252314814815
qrcp,claudiodangelis,27081928.0,16036446.0,2660845.799999998,8.429923934578683,3017364.0559423934,unknown,185.6070138888889
clojurescript,clojure,6677753.0,2861782.0,290770.49999999977,0.7322087652664052,245676.54963571663,unknown,33.12247685185185
quiche,cloudflare,2126957.0,25721.0,419460.799999999,1.0359388938389713,200713.44843222186,alive,0.29769675925925926
cmder,cmderdev,4572792.0,572235.0,1142390.5,2.250182407684465,493970.1345519119,alive,6.623090277777778
QuickQanava,cneben,11309769.0,197755.0,1227577.0,2.2442091484615156,705268.3816985996,alive,2.2888310185185183
qikqiak,cnych,20818278.0,8684734.0,848183.0,3.388628928848333,1165770.0778342753,unknown,100.51775462962964
CocoaLumberjack,CocoaLumberjack,5910183.0,56051.0,1057546.0,2.147179482149468,550216.8523256293,alive,0.6487384259259259
CocoaPods,CocoaPods,8521196.0,426669.0,173406.9999999999,0.469418022845421,177316.06541921134,unknown,4.938298611111111
FromJavaScriptTojQuery,Code-Institute-Solutions,10846857.0,120140661.0,5529306.999999993,12.135443672839507,2420274.273216362,dead,1390.5169097222222
qr-code-scanner,code-kotis,26013634.0,89236819.0,7776738.2,20.632440359477126,4427690.692242497,dead,1032.8335532407407
QRCoder,codebude,46711994.0,12767743.0,2284670.350000007,5.832438910350748,2552064.3934018556,unknown,147.77480324074074
wsl2-docker-quickstart,codeedu,12161329.0,7263985.0,7802332.2499999935,17.57875415943287,2767127.077435456,alive,84.07390046296297
